quality_id,call_id,quality_score,comment
1092,1092,3.6,Long wait
1093,1093,5.0,
1094,1094,4.0,Unhelpful
1095,1095,,Good service
1096,1096,3.7,Agent helpful
1097,1097,4.2,Good service
1098,1098,3.0,Unhelpful
1099,1099,5.0,Long wait
1100,1100,3.2,Unhelpful
1101,1101,4.4,
1102,1102,4.0,Resolved
1103,1103,4.8,Resolved
1104,1104,4.1,Good service
1105,1105,3.6,
1106,1106,2.7,Agent helpful
1107,1107,2.8,Good service
1108,1108,3.8,Resolved
1109,1109,5.0,Unhelpful
1110,1110,,
1111,1111,2.8,Agent helpful
1112,1112,5.0,Resolved
1113,1113,4.8,Agent helpful
1114,1114,3.1,Agent helpful
1115,1115,3.2,Resolved
1116,1116,3.3,Agent helpful
1117,1117,4.2,
1118,1118,4.0,Agent helpful
1119,1119,3.9,
1120,1120,3.6,Good service
1121,1121,,Long wait
1122,1122,4.1,Unhelpful
1123,1123,4.6,
1124,1124,3.9,Agent helpful
1125,1125,3.5,Unhelpful
1126,1126,4.7,Resolved
1127,1127,3.8,
1128,1128,4.4,Resolved
1129,1129,,Unhelpful
1130,1130,3.9,Unhelpful
1131,1131,4.8,Good service
1132,1132,4.9,Unhelpful
1133,1133,4.8,Unhelpful
1134,1134,3.6,Resolved
1135,1135,3.6,Agent helpful
1136,1136,4.6,Resolved
1137,1137,4.0,Unhelpful
1138,1138,4.0,Long wait
1139,1139,3.5,Agent helpful
1140,1140,5.0,Resolved
1141,1141,4.7,Long wait
1142,1142,3.9,Unhelpful
1143,1143,3.5,Long wait
1144,1144,3.5,Long wait
1145,1145,4.1,Agent helpful
1146,1146,,Long wait
1147,1147,4.3,Good service
1148,1148,3.4,Agent helpful
1149,1149,,Long wait
1150,1150,3.1,Long wait
1151,1151,4.1,Resolved
1152,1152,,
1153,1153,4.6,Good service
1154,1154,4.1,Long wait
1155,1155,3.8,Unhelpful
1156,1156,3.2,
1157,1157,3.6,Long wait
1158,1158,4.6,Good service
1159,1159,3.1,Good service
1160,1160,5.0,
1161,1161,4.1,Resolved
1162,1162,2.9,
1163,1163,4.4,Agent helpful
1164,1164,4.3,Agent helpful
1165,1165,3.7,Resolved
1166,1166,,Resolved
1167,1167,4.7,Resolved
1168,1168,3.6,Good service
1169,1169,4.4,Resolved
1170,1170,4.0,Unhelpful
1171,1171,3.8,Resolved
1172,1172,4.9,Good service
1173,1173,4.7,Unhelpful
1174,1174,3.2,Unhelpful
1175,1175,4.3,Good service
1176,1176,5.0,Long wait
1177,1177,5.0,Agent helpful
1178,1178,3.4,Unhelpful
1179,1179,5.0,Unhelpful
1180,1180,4.7,
1181,1181,,Agent helpful
1182,1182,3.3,Good service
1183,1183,4.1,
1184,1184,4.3,Resolved
1185,1185,3.2,
1186,1186,4.5,Long wait
1187,1187,5.0,Unhelpful
1188,1188,5.0,Unhelpful
1189,1189,4.1,Good service
1190,1190,3.8,Good service
1191,1191,4.2,Resolved
1192,1192,3.3,Unhelpful
1193,1193,3.7,Good service
1194,1194,2.6,Resolved
1195,1195,4.3,Agent helpful
1196,1196,3.8,Good service
1197,1197,4.4,Long wait
1198,1198,4.1,Agent helpful
1199,1199,3.3,Agent helpful
1200,1200,4.1,Resolved
1201,1201,3.5,Agent helpful
1202,1202,5.0,Unhelpful
1203,1203,3.4,Agent helpful
1204,1204,3.7,Long wait
1205,1205,3.3,Agent helpful
1206,1206,3.2,Long wait
1207,1207,4.0,Agent helpful
1208,1208,3.1,Agent helpful
1209,1209,3.9,Good service
1210,1210,4.3,Agent helpful
1211,1211,3.7,Agent helpful
1212,1212,2.5,Resolved
1213,1213,4.9,
1214,1214,4.2,Unhelpful
1215,1215,4.2,
1216,1216,3.8,Agent helpful
1217,1217,4.6,Resolved
1218,1218,4.7,Resolved
1219,1219,4.7,
1220,1220,4.2,Long wait
1221,1221,,
1222,1222,3.0,
1223,1223,4.3,
1224,1224,4.2,Unhelpful
1225,1225,3.6,Resolved
1226,1226,3.4,Resolved
1227,1227,4.4,
1228,1228,3.9,Unhelpful
1229,1229,3.7,
1230,1230,5.0,Good service
1231,1231,4.5,Good service
1232,1232,4.3,Resolved
1233,1233,4.9,Unhelpful
1234,1234,4.2,Good service
1235,1235,3.5,
1236,1236,3.7,Long wait
1237,1237,4.5,Long wait
1238,1238,4.4,Agent helpful
1239,1239,4.3,Good service
1240,1240,3.2,Resolved
1241,1241,4.6,Agent helpful
1242,1242,4.0,Good service
1243,1243,4.4,Resolved
1244,1244,3.4,Good service
1245,1245,5.0,Resolved
1246,1246,4.2,Long wait
1247,1247,,
1248,1248,3.7,Resolved
1249,1249,4.5,Unhelpful
1250,1250,4.6,Unhelpful
1251,1251,4.4,Resolved
1252,1252,3.3,Agent helpful
1253,1253,4.8,Agent helpful
1254,1254,3.8,Unhelpful
1255,1255,4.0,Good service
1256,1256,2.5,Unhelpful
1257,1257,3.7,Resolved
1258,1258,3.7,Agent helpful
1259,1259,4.3,Agent helpful
1260,1260,3.6,Agent helpful
1261,1261,2.9,
1262,1262,4.2,Good service
1263,1263,3.8,Long wait
1264,1264,3.5,Resolved
1265,1265,4.1,Long wait
1266,1266,2.8,
1267,1267,4.4,Good service
1268,1268,3.9,Good service
1269,1269,3.8,Agent helpful
1270,1270,4.7,Good service
1271,1271,,Unhelpful
1272,1272,3.6,
1273,1273,4.2,Long wait
1274,1274,3.9,Long wait
1275,1275,5.0,Agent helpful
1276,1276,4.3,Long wait
1277,1277,3.2,Resolved
1278,1278,5.0,
1279,1279,4.7,Good service
1280,1280,4.0,Unhelpful
1281,1281,3.7,
1282,1282,3.1,Long wait
1283,1283,4.3,Unhelpful
1284,1284,3.5,Agent helpful
1285,1285,3.4,Unhelpful
1286,1286,4.5,Good service
1287,1287,5.0,Agent helpful
1288,1288,3.7,Unhelpful
1289,1289,4.6,Long wait
1290,1290,4.1,Agent helpful
1291,1291,4.3,Unhelpful
1292,1292,3.4,Good service
1293,1293,3.9,Long wait
1294,1294,3.2,
1295,1295,3.1,Good service
1296,1296,4.4,Resolved
1297,1297,3.6,Unhelpful
1298,1298,3.4,Good service
1299,1299,3.2,
1300,1300,,Long wait
1301,1301,2.9,Good service
1302,1302,2.6,Long wait
1303,1303,4.1,Resolved
1304,1304,2.2,Good service
1305,1305,4.3,Resolved
1306,1306,4.3,Long wait
1307,1307,3.9,Good service
1308,1308,4.1,Resolved
1309,1309,,Agent helpful
1310,1310,3.8,Unhelpful
1311,1311,4.2,Unhelpful
1312,1312,4.1,Unhelpful
1313,1313,4.9,Resolved
1314,1314,5.0,Unhelpful
1315,1315,5.0,Long wait
1316,1316,3.4,Good service
1317,1317,4.5,Resolved
1318,1318,4.4,Good service
1319,1319,3.5,
1320,1320,3.4,Resolved
1321,1321,3.7,Good service
1322,1322,3.3,Agent helpful
1323,1323,3.0,Long wait
1324,1324,4.3,Agent helpful
1325,1325,4.0,Agent helpful
1326,1326,4.0,Unhelpful
1327,1327,4.6,Long wait
1328,1328,3.9,Unhelpful
1329,1329,4.6,Unhelpful
1330,1330,3.5,Long wait
1331,1331,,Agent helpful
1332,1332,3.5,Agent helpful
1333,1333,4.0,Long wait
1334,1334,5.0,Resolved
1335,1335,4.9,Resolved
1336,1336,4.8,Good service
1337,1337,3.0,Good service
1338,1338,4.1,
1339,1339,4.6,Good service
1340,1340,5.0,
1341,1341,2.8,Agent helpful
1342,1342,4.5,Resolved
1343,1343,4.7,Resolved
1344,1344,4.3,Unhelpful
1345,1345,3.1,Good service
1346,1346,4.2,Long wait
1347,1347,4.3,Agent helpful
1348,1348,4.1,Good service
1349,1349,3.5,Agent helpful
1350,1350,3.4,Resolved
1351,1351,4.3,
1352,1352,3.5,Good service
1353,1353,3.5,Unhelpful
1354,1354,3.9,Good service
1355,1355,,Good service
1356,1356,4.1,Unhelpful
1357,1357,4.7,
1358,1358,3.2,
1359,1359,3.1,Unhelpful
1360,1360,3.7,
1361,1361,2.7,Resolved
1362,1362,4.4,Good service
1363,1363,2.6,Good service
1364,1364,4.5,Good service
1365,1365,,Long wait
1366,1366,4.8,Agent helpful
1367,1367,4.2,Unhelpful
1368,1368,2.7,Good service
1369,1369,4.1,Agent helpful
1370,1370,3.4,Resolved
1371,1371,3.2,
1372,1372,4.4,
1373,1373,4.5,
1374,1374,4.9,Unhelpful
1375,1375,3.8,Agent helpful
1376,1376,4.1,
1377,1377,5.0,Resolved
1378,1378,5.0,Good service
1379,1379,4.8,Good service
1380,1380,3.8,Long wait
1381,1381,4.0,Agent helpful
1382,1382,3.9,Agent helpful
1383,1383,4.5,
1384,1384,3.4,Agent helpful
1385,1385,4.2,Long wait
1386,1386,4.2,Long wait
1387,1387,4.3,Agent helpful
1388,1388,3.3,Unhelpful
1389,1389,4.2,Resolved
1390,1390,5.0,
1391,1391,3.7,Agent helpful
1392,1392,4.2,Agent helpful
1393,1393,2.7,
1394,1394,4.2,Good service
1395,1395,4.2,Resolved
1396,1396,4.1,Good service
1397,1397,4.5,Long wait
1398,1398,,Resolved
1399,1399,3.8,
1400,1400,,Long wait
1401,1401,4.8,Long wait
1402,1402,3.4,Unhelpful
1403,1403,5.0,Unhelpful
1404,1404,4.1,Long wait
1405,1405,3.9,Resolved
1406,1406,3.0,Unhelpful
1407,1407,3.2,Long wait
1408,1408,4.2,Unhelpful
1409,1409,3.5,Resolved
1410,1410,4.7,Unhelpful
1411,1411,4.2,Unhelpful
1412,1412,3.0,
1413,1413,4.5,Unhelpful
1414,1414,3.9,Unhelpful
1415,1415,4.0,Good service
1416,1416,4.7,Long wait
1417,1417,3.0,Long wait
1418,1418,3.2,Good service
1419,1419,4.2,Good service
1420,1420,2.8,Resolved
1421,1421,3.6,Good service
1422,1422,4.7,
1423,1423,3.9,Unhelpful
1424,1424,3.0,Good service
1425,1425,4.1,Good service
1426,1426,3.7,Good service
1427,1427,3.5,Resolved
1428,1428,5.0,Good service
1429,1429,4.4,Good service
1430,1430,3.8,Good service
1431,1431,4.6,Agent helpful
1432,1432,3.8,Unhelpful
1433,1433,3.6,Good service
1434,1434,4.2,Long wait
1435,1435,4.4,Good service
1436,1436,4.6,Long wait
1437,1437,5.0,Long wait
1438,1438,4.8,
1439,1439,4.6,Resolved
1440,1440,4.7,
1441,1441,4.8,Unhelpful
1442,1442,4.5,Long wait
1443,1443,2.9,Agent helpful
1444,1444,4.3,Resolved
1445,1445,5.0,Long wait
1446,1446,3.4,Resolved
1447,1447,3.7,Unhelpful
1448,1448,4.0,Long wait
1449,1449,4.1,Good service
1450,1450,3.6,Unhelpful
1451,1451,4.0,Resolved
1452,1452,4.4,Long wait
1453,1453,2.6,Resolved
1454,1454,4.1,Unhelpful
1455,1455,3.7,Unhelpful
1456,1456,2.8,Long wait
1457,1457,4.4,Resolved
1458,1458,4.2,Agent helpful
1459,1459,4.1,Resolved
1460,1460,4.4,Long wait
1461,1461,4.2,Resolved
1462,1462,3.5,Good service
1463,1463,4.5,
1464,1464,4.6,Resolved
1465,1465,3.2,Long wait
1466,1466,4.6,Unhelpful
1467,1467,3.8,Resolved
1468,1468,4.4,Agent helpful
1469,1469,4.1,Long wait
1470,1470,3.9,Unhelpful
1471,1471,4.4,Unhelpful
1472,1472,3.8,Long wait
1473,1473,4.8,Resolved
1474,1474,4.9,
1475,1475,3.6,
1476,1476,3.9,Long wait
1477,1477,3.7,
1478,1478,4.3,Good service
1479,1479,4.9,
1480,1480,2.8,Resolved
1481,1481,3.0,Resolved
1482,1482,3.9,Long wait
1483,1483,4.1,Long wait
1484,1484,3.3,Resolved
1485,1485,4.1,
1486,1486,3.5,Agent helpful
1487,1487,3.7,Good service
1488,1488,4.9,
1489,1489,3.8,Agent helpful
1490,1490,3.7,
1491,1491,,Unhelpful
1492,1492,4.1,Agent helpful
1493,1493,4.8,Agent helpful
1494,1494,4.0,Resolved
1495,1495,3.6,
1496,1496,4.4,
1497,1497,4.6,Unhelpful
1498,1498,4.8,Agent helpful
1499,1499,4.0,Unhelpful
1500,1500,4.3,Long wait
1501,1501,4.6,Agent helpful
1502,1502,,Resolved
1503,1503,,Long wait
1504,1504,4.1,
1505,1505,4.9,Resolved
1506,1506,4.5,Good service
1507,1507,,Resolved
1508,1508,5.0,
1509,1509,4.6,Agent helpful
1510,1510,2.7,Agent helpful
1511,1511,3.7,Good service
1512,1512,2.9,Agent helpful
1513,1513,3.6,Good service
1514,1514,3.7,Good service
1515,1515,4.6,Long wait
1516,1516,3.7,Agent helpful
1517,1517,5.0,Good service
1518,1518,3.5,
1519,1519,3.8,Long wait
1520,1520,3.1,
1521,1521,5.0,Long wait
1522,1522,5.0,Resolved
1523,1523,3.9,Long wait
1524,1524,,
1525,1525,3.0,Good service
1526,1526,3.9,Long wait
1527,1527,4.2,Long wait
1528,1528,3.6,Good service
1529,1529,5.0,Unhelpful
1530,1530,5.0,Unhelpful
1531,1531,2.8,Agent helpful
1532,1532,3.2,
1533,1533,4.3,Good service
1534,1534,3.2,Resolved
1535,1535,4.1,Good service
1536,1536,4.0,Good service
1537,1537,4.0,
1538,1538,4.7,Long wait
1539,1539,5.0,Good service
1540,1540,4.3,
1541,1541,3.2,Unhelpful
1542,1542,4.1,Long wait
1543,1543,3.6,Unhelpful
1544,1544,5.0,Unhelpful
1545,1545,4.5,Good service
1546,1546,4.3,Unhelpful
1547,1547,4.5,Agent helpful
1548,1548,4.0,
1549,1549,4.9,Long wait
1550,1550,3.6,Unhelpful
1551,1551,4.7,Good service
1552,1552,5.0,Good service
1553,1553,3.4,
1554,1554,4.2,Long wait
1555,1555,4.3,Good service
1556,1556,3.2,Agent helpful
1557,1557,3.0,
1558,1558,3.4,Good service
1559,1559,4.0,Agent helpful
1560,1560,4.3,Agent helpful
1561,1561,3.7,Unhelpful
1562,1562,5.0,
1563,1563,4.7,Resolved
1564,1564,4.3,Unhelpful
1565,1565,3.7,Good service
1566,1566,4.0,Good service
1567,1567,4.8,Resolved
1568,1568,4.6,Good service
1569,1569,4.6,Agent helpful
1570,1570,3.8,Unhelpful
1571,1571,3.6,Good service
1572,1572,3.0,
1573,1573,4.4,Good service
1574,1574,2.9,Resolved
1575,1575,4.0,Long wait
1576,1576,3.7,Long wait
1577,1577,4.2,Long wait
1578,1578,4.8,Agent helpful
1579,1579,4.9,Long wait
1580,1580,4.5,
1581,1581,3.5,Unhelpful
1582,1582,4.0,
1583,1583,3.4,Good service
1584,1584,3.5,Resolved
1585,1585,4.3,Unhelpful
1586,1586,3.3,Resolved
1587,1587,3.7,Good service
1588,1588,3.3,Unhelpful
1589,1589,4.5,Long wait
1590,1590,3.7,Resolved
1591,1591,2.4,Resolved
1592,1592,5.0,Agent helpful
1593,1593,4.7,Agent helpful
1594,1594,2.6,Unhelpful
1595,1595,4.5,Long wait
1596,1596,5.0,Long wait
1597,1597,3.9,Unhelpful
1598,1598,4.1,Good service
1599,1599,3.8,Long wait
1600,1600,4.4,Unhelpful
1601,1601,4.7,Long wait
1602,1602,3.2,
1603,1603,3.5,Resolved
1604,1604,4.1,Resolved
1605,1605,4.2,Good service
1606,1606,4.3,Agent helpful
1607,1607,,Long wait
1608,1608,3.9,
1609,1609,3.4,
1610,1610,4.7,Agent helpful
1611,1611,3.1,Long wait
1612,1612,3.7,Resolved
1613,1613,4.0,
1614,1614,4.3,Good service
1615,1615,3.8,Agent helpful
1616,1616,4.5,Resolved
1617,1617,4.9,
1618,1618,3.6,Resolved
1619,1619,4.3,Unhelpful
1620,1620,4.2,Unhelpful
1621,1621,3.8,
1622,1622,2.7,Long wait
1623,1623,4.2,Resolved
1624,1624,4.3,Long wait
1625,1625,4.8,Agent helpful
1626,1626,3.8,
1627,1627,3.5,Unhelpful
1628,1628,3.4,Resolved
1629,1629,1.9,Unhelpful
1630,1630,3.7,Unhelpful
1631,1631,5.0,Unhelpful
1632,1632,4.9,Long wait
1633,1633,3.3,Long wait
1634,1634,3.6,Good service
1635,1635,3.6,Agent helpful
1636,1636,5.0,Good service
1637,1637,5.0,Long wait
1638,1638,4.1,Resolved
1639,1639,4.2,Long wait
1640,1640,4.4,
1641,1641,4.0,Resolved
1642,1642,4.2,Unhelpful
1643,1643,4.0,
1644,1644,4.3,
1645,1645,2.6,
1646,1646,3.7,Good service
1647,1647,3.2,Good service
1648,1648,4.5,Unhelpful
1649,1649,3.5,Resolved
1650,1650,2.9,Good service
1651,1651,2.7,
1652,1652,4.3,Long wait
1653,1653,3.3,Agent helpful
1654,1654,3.9,Unhelpful
1655,1655,5.0,Good service
1656,1656,4.3,Unhelpful
1657,1657,3.6,
1658,1658,3.2,Unhelpful
1659,1659,4.3,Long wait
1660,1660,3.9,Agent helpful
1661,1661,4.4,Unhelpful
1662,1662,2.3,Resolved
1663,1663,4.8,
1664,1664,2.8,Resolved
1665,1665,3.7,Agent helpful
1666,1666,5.0,Agent helpful
1667,1667,2.4,Resolved
1668,1668,3.9,Good service
1669,1669,3.8,
1670,1670,4.0,Resolved
1671,1671,4.2,Resolved
1672,1672,4.0,Unhelpful
1673,1673,3.1,Agent helpful
1674,1674,4.1,Long wait
1675,1675,4.0,Resolved
1676,1676,4.0,Unhelpful
1677,1677,5.0,Good service
1678,1678,4.9,Agent helpful
1679,1679,5.0,Long wait
1680,1680,4.2,Long wait
1681,1681,5.0,Unhelpful
1682,1682,3.4,Unhelpful
1683,1683,3.7,Good service
1684,1684,3.6,Good service
1685,1685,3.7,
1686,1686,4.0,Agent helpful
1687,1687,4.1,Agent helpful
1688,1688,4.3,Long wait
1689,1689,,Resolved
1690,1690,5.0,Resolved
1691,1691,2.9,Good service
1692,1692,3.2,
1693,1693,2.3,Resolved
1694,1694,3.4,Long wait
1695,1695,3.7,Resolved
1696,1696,3.5,Long wait
1697,1697,3.2,Unhelpful
1698,1698,4.1,Long wait
1699,1699,3.7,
1700,1700,3.4,
1701,1701,4.1,Agent helpful
1702,1702,3.6,Long wait
1703,1703,4.8,Unhelpful
1704,1704,3.9,Unhelpful
1705,1705,3.8,Resolved
1706,1706,4.2,Long wait
1707,1707,2.6,Agent helpful
1708,1708,4.8,Resolved
1709,1709,4.5,Resolved
1710,1710,3.4,Resolved
1711,1711,3.2,
1712,1712,3.3,Unhelpful
1713,1713,3.0,Unhelpful
1714,1714,2.8,Agent helpful
1715,1715,3.0,Resolved
1716,1716,2.1,Good service
1717,1717,3.7,Long wait
1718,1718,3.9,
1719,1719,4.9,
1720,1720,4.7,Good service
1721,1721,3.5,Agent helpful
1722,1722,3.8,
1723,1723,4.8,Resolved
1724,1724,3.7,Resolved
1725,1725,4.1,Agent helpful
1726,1726,3.6,Agent helpful
1727,1727,4.0,Unhelpful
1728,1728,4.1,Unhelpful
1729,1729,3.8,Unhelpful
1730,1730,4.7,Good service
1731,1731,3.4,
1732,1732,4.1,Long wait
1733,1733,5.0,Resolved
1734,1734,4.2,
1735,1735,3.4,Good service
1736,1736,4.2,Unhelpful
1737,1737,5.0,
1738,1738,4.0,Long wait
1739,1739,4.6,Agent helpful
1740,1740,4.0,
1741,1741,4.2,Resolved
1742,1742,3.9,Long wait
1743,1743,3.3,Long wait
1744,1744,4.3,Long wait
1745,1745,3.1,Good service
1746,1746,3.8,Agent helpful
1747,1747,5.0,Good service
1748,1748,3.9,Resolved
1749,1749,3.4,Good service
1750,1750,4.2,Unhelpful
1751,1751,3.6,Agent helpful
1752,1752,4.1,
1753,1753,3.2,
1754,1754,4.5,
1755,1755,4.1,Good service
1756,1756,3.3,
1757,1757,4.3,
1758,1758,5.0,Good service
1759,1759,3.4,Resolved
1760,1760,4.5,Good service
1761,1761,4.3,Agent helpful
1762,1762,4.3,
1763,1763,4.6,Agent helpful
1764,1764,3.8,Resolved
1765,1765,4.1,Good service
1766,1766,4.1,Long wait
1767,1767,3.4,Long wait
1768,1768,4.3,Unhelpful
1769,1769,3.7,Long wait
1770,1770,5.0,Resolved
1771,1771,3.6,Unhelpful
1772,1772,3.1,Agent helpful
1773,1773,4.8,Agent helpful
1774,1774,3.5,Unhelpful
1775,1775,3.2,Good service
1776,1776,4.3,Good service
1777,1777,4.9,Resolved
1778,1778,4.5,Resolved
1779,1779,3.6,Good service
1780,1780,4.1,Good service
1781,1781,,Resolved
1782,1782,3.8,Agent helpful
1783,1783,5.0,Resolved
1784,1784,3.7,Good service
1785,1785,4.1,Unhelpful
1786,1786,4.1,Resolved
1787,1787,3.2,
1788,1788,3.9,
1789,1789,3.9,
1790,1790,5.0,Unhelpful
1791,1791,4.1,Unhelpful
1792,1792,3.7,Resolved
1793,1793,3.9,Good service
1794,1794,,Long wait
1795,1795,4.0,Good service
1796,1796,4.0,
1797,1797,4.6,
1798,1798,4.7,
1799,1799,3.3,Good service
1800,1800,4.7,Resolved
1801,1801,4.5,Good service
1802,1802,4.0,Long wait
1803,1803,3.0,
1804,1804,4.1,Unhelpful
1805,1805,3.8,Resolved
1806,1806,4.4,Agent helpful
1807,1807,4.5,Agent helpful
1808,1808,4.9,Long wait
1809,1809,3.3,Agent helpful
1810,1810,5.0,Agent helpful
1811,1811,4.6,Long wait
1812,1812,4.5,Agent helpful
1813,1813,5.0,Resolved
1814,1814,4.2,Unhelpful
1815,1815,4.7,Unhelpful
1816,1816,4.1,Long wait
1817,1817,,Agent helpful
1818,1818,4.6,Unhelpful
1819,1819,4.8,Good service
1820,1820,4.7,Unhelpful
1821,1821,2.9,Unhelpful
1822,1822,3.7,Long wait
1823,1823,4.8,Unhelpful
1824,1824,4.3,Good service
1825,1825,4.0,Agent helpful
1826,1826,4.4,Agent helpful
1827,1827,3.2,
1828,1828,4.6,Good service
1829,1829,4.3,Long wait
1830,1830,4.1,Agent helpful
1831,1831,3.9,Long wait
1832,1832,4.2,Resolved
1833,1833,3.8,Good service
1834,1834,3.8,Good service
1835,1835,5.0,Resolved
1836,1836,2.9,Resolved
1837,1837,2.9,Agent helpful
1838,1838,4.5,Unhelpful
1839,1839,3.1,Agent helpful
1840,1840,2.6,
1841,1841,4.7,
1842,1842,,Long wait
1843,1843,4.9,Agent helpful
1844,1844,3.1,Long wait
1845,1845,2.7,Long wait
1846,1846,3.1,Resolved
1847,1847,3.5,Unhelpful
1848,1848,5.0,Long wait
1849,1849,3.7,Unhelpful
1850,1850,4.6,Good service
1851,1851,4.5,Long wait
1852,1852,4.9,Agent helpful
1853,1853,3.6,Unhelpful
1854,1854,4.0,
1855,1855,,Agent helpful
1856,1856,3.8,
1857,1857,4.4,Good service
1858,1858,4.9,
1859,1859,5.0,
1860,1860,3.7,Resolved
1861,1861,4.1,
1862,1862,4.6,Long wait
1863,1863,4.4,Long wait
1864,1864,5.0,Good service
1865,1865,3.9,Long wait
1866,1866,3.7,Good service
1867,1867,5.0,Resolved
1868,1868,4.2,Agent helpful
1869,1869,,Resolved
1870,1870,4.4,Good service
1871,1871,3.9,Good service
1872,1872,4.6,Long wait
1873,1873,3.4,Resolved
1874,1874,3.7,Long wait
1875,1875,2.1,
1876,1876,3.6,Unhelpful
1877,1877,4.7,
1878,1878,4.0,Good service
1879,1879,3.4,Agent helpful
1880,1880,5.0,
1881,1881,4.1,Unhelpful
1882,1882,5.0,Good service
1883,1883,4.6,Unhelpful
1884,1884,4.1,Unhelpful
1885,1885,5.0,
1886,1886,3.7,Agent helpful
1887,1887,3.2,Unhelpful
1888,1888,5.0,Resolved
1889,1889,4.4,Long wait
1890,1890,5.0,
1891,1891,4.6,Long wait
1892,1892,5.0,Good service
1893,1893,3.6,Unhelpful
1894,1894,3.9,Long wait
1895,1895,3.9,Agent helpful
1896,1896,3.9,
1897,1897,2.9,Long wait
1898,1898,4.1,
1899,1899,4.6,Agent helpful
1900,1900,,Unhelpful
1901,1901,3.5,Agent helpful
1902,1902,3.4,Agent helpful
1903,1903,3.9,Unhelpful
1904,1904,4.5,Good service
1905,1905,3.2,Long wait
1906,1906,,Resolved
1907,1907,5.0,Long wait
1908,1908,3.1,
1909,1909,,Agent helpful
1910,1910,3.6,Good service
1911,1911,4.8,Long wait
1912,1912,4.7,Agent helpful
1913,1913,4.6,Good service
1914,1914,3.5,Agent helpful
1915,1915,3.7,Unhelpful
1916,1916,3.4,Long wait
1917,1917,3.8,
1918,1918,4.3,Unhelpful
1919,1919,3.4,Unhelpful
1920,1920,2.8,Agent helpful
1921,1921,4.8,Unhelpful
1922,1922,3.9,
1923,1923,,
1924,1924,4.5,Unhelpful
1925,1925,3.8,Unhelpful
1926,1926,4.4,
1927,1927,5.0,Unhelpful
1928,1928,3.2,Long wait
1929,1929,3.5,
1930,1930,3.4,Resolved
1931,1931,5.0,Long wait
1932,1932,4.0,Resolved
1933,1933,4.6,Long wait
1934,1934,2.1,
1935,1935,4.3,Agent helpful
1936,1936,3.7,Good service
1937,1937,5.0,Good service
1938,1938,4.5,Agent helpful
1939,1939,3.7,
1940,1940,5.0,Agent helpful
1941,1941,5.0,Unhelpful
1942,1942,5.0,Agent helpful
1943,1943,4.5,Agent helpful
1944,1944,3.8,Resolved
1945,1945,4.2,Agent helpful
1946,1946,3.7,Unhelpful
1947,1947,4.2,Unhelpful
1948,1948,,Good service
1949,1949,3.6,Agent helpful
1950,1950,3.9,Agent helpful
1951,1951,5.0,Good service
1952,1952,4.2,Unhelpful
1953,1953,3.7,Unhelpful
1954,1954,3.2,
1955,1955,3.9,Long wait
1956,1956,4.5,
1957,1957,4.1,Unhelpful
1958,1958,4.0,Good service
1959,1959,4.3,Resolved
1960,1960,4.3,Good service
1961,1961,4.5,Agent helpful
1962,1962,4.5,Resolved
1963,1963,3.9,Resolved
1964,1964,3.9,Resolved
1965,1965,4.0,Agent helpful
1966,1966,4.4,Good service
1967,1967,4.8,Agent helpful
1968,1968,3.8,Resolved
1969,1969,3.9,Long wait
1970,1970,,Unhelpful
1971,1971,3.4,Agent helpful
1972,1972,3.0,Unhelpful
1973,1973,3.1,Agent helpful
1974,1974,3.3,Long wait
1975,1975,3.5,Agent helpful
1976,1976,4.3,Good service
1977,1977,3.3,Unhelpful
1978,1978,4.0,Long wait
1979,1979,4.6,
1980,1980,3.4,Unhelpful
1981,1981,3.7,Good service
1982,1982,,
1983,1983,3.1,Resolved
1984,1984,3.3,Good service
1985,1985,5.0,
1986,1986,4.4,Good service
1987,1987,5.0,Long wait
1988,1988,3.5,Long wait
1989,1989,5.0,Resolved
1990,1990,3.5,Good service
1991,1991,3.6,Long wait
1992,1992,5.0,Long wait
1993,1993,3.4,
1994,1994,5.0,Agent helpful
1995,1995,4.0,
1996,1996,3.2,Long wait
1997,1997,3.0,Long wait
1998,1998,4.1,Agent helpful
1999,1999,3.2,Unhelpful
2000,2000,3.8,Good service
2001,2001,2.7,Agent helpful
2002,2002,4.2,
2003,2003,2.9,Good service
2004,2004,4.0,Good service
2005,2005,3.0,Resolved
2006,2006,4.9,
2007,2007,,
2008,2008,2.5,Resolved
2009,2009,3.8,
2010,2010,4.4,Good service
2011,2011,4.3,Good service
2012,2012,3.1,Long wait
2013,2013,2.8,Resolved
2014,2014,4.5,Resolved
2015,2015,3.9,Agent helpful
2016,2016,3.2,Good service
2017,2017,4.6,Long wait
2018,2018,3.6,Resolved
2019,2019,3.5,Agent helpful
2020,2020,,Good service
2021,2021,3.4,
2022,2022,3.5,
2023,2023,3.4,Good service
2024,2024,4.2,Good service
2025,2025,5.0,Unhelpful
2026,2026,3.0,Resolved
2027,2027,3.8,Good service
2028,2028,3.9,Long wait
2029,2029,4.3,Long wait
2030,2030,4.7,Unhelpful
2031,2031,3.9,Unhelpful
2032,2032,3.6,
2033,2033,4.4,Resolved
2034,2034,2.9,Unhelpful
2035,2035,2.5,Unhelpful
2036,2036,5.0,
2037,2037,3.4,Unhelpful
2038,2038,3.7,Good service
2039,2039,4.4,Long wait
2040,2040,4.2,Good service
2041,2041,,Unhelpful
2042,2042,4.6,Resolved
